#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=It evolves around fatigue testing of mesoscale specimens to increase damage detection sensitivity, data fusion through multimodal registration to address data heterogeneity, and image-based data-driven damage localization.
#Text=As opposed to the there described geometry, a thickness of 340 m and minimal (center) beam width of 480 m were targeted.
89-1	12360-12362	As	_	_	_	_	
89-2	12363-12370	opposed	_	_	_	_	
89-3	12371-12373	to	_	_	_	_	
89-4	12374-12377	the	_	_	_	_	
89-5	12378-12383	there	_	_	_	_	
89-6	12384-12393	described	_	_	_	_	
89-7	12394-12402	geometry	https://w3id.org/pmd/materials-mechanics-ontology/TestSpecimenProperty	*	_	_	
89-8	12402-12403	,	_	_	_	_	
89-9	12404-12405	a	_	_	_	_	
89-10	12406-12415	thickness	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeThickness	*	_	_	
89-11	12416-12418	of	_	_	_	_	
89-12	12419-12422	340	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[23]	_	_	
89-13	12423-12424	m	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[23]	_	_	
89-14	12425-12428	and	_	_	_	_	
89-15	12429-12436	minimal	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-16	12437-12438	(	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-17	12438-12444	center	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-18	12444-12445	)	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-19	12446-12450	beam	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-20	12451-12456	width	https://w3id.org/pmd/materials-mechanics-ontology/SpecimenGaugeWidth	*[24]	_	_	
89-21	12457-12459	of	_	_	_	_	
89-22	12460-12463	480	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[25]	_	_	
89-23	12464-12465	m	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[25]	_	_	
89-24	12466-12470	were	_	_	_	_	
89-25	12471-12479	targeted	_	_	_	_	
89-26	12479-12480	.	_	_	_	_	

#Text=The electropolishing process introduces a slight, beneficial specimen edge rounding circumventing crack initiation at otherwise sharp edges, facilitating inference of microstructure-related influence factors.
95-1	13196-13199	The	_	_	_	_	
95-2	13200-13216	electropolishing	https://w3id.org/pmd/materials-mechanics-ontology/Electropolishing	*[26]	_	_	
95-3	13217-13224	process	https://w3id.org/pmd/materials-mechanics-ontology/Electropolishing	*[26]	_	_	
95-4	13225-13235	introduces	_	_	_	_	
95-5	13236-13237	a	_	_	_	_	
95-6	13238-13244	slight	_	_	_	_	
95-7	13244-13245	,	_	_	_	_	
95-8	13246-13256	beneficial	_	_	_	_	
95-9	13257-13265	specimen	https://w3id.org/pmd/materials-mechanics-ontology/ShapeDescriptor	*[27]	_	_	
95-10	13266-13270	edge	https://w3id.org/pmd/materials-mechanics-ontology/ShapeDescriptor	*[27]	_	_	
95-11	13271-13279	rounding	https://w3id.org/pmd/materials-mechanics-ontology/ShapeDescriptor	*[27]	_	_	
95-12	13280-13293	circumventing	_	_	_	_	
95-13	13294-13299	crack	https://w3id.org/pmd/materials-mechanics-ontology/CrackInitation	*[28]	_	_	
95-14	13300-13310	initiation	https://w3id.org/pmd/materials-mechanics-ontology/CrackInitation	*[28]	_	_	
95-15	13311-13313	at	_	_	_	_	
95-16	13314-13323	otherwise	_	_	_	_	
95-17	13324-13329	sharp	https://w3id.org/pmd/materials-mechanics-ontology/Location	*[29]	_	_	
95-18	13330-13335	edges	https://w3id.org/pmd/materials-mechanics-ontology/Location	*[29]	_	_	
95-19	13335-13336	,	_	_	_	_	
95-20	13337-13349	facilitating	_	_	_	_	
95-21	13350-13359	inference	_	_	_	_	
95-22	13360-13362	of	_	_	_	_	
95-23	13363-13385	microstructure-related	_	_	_	_	
95-23.1	13363-13377	microstructure	https://w3id.org/pmd/materials-mechanics-ontology/Microstructure	*	_	_	
95-24	13386-13395	influence	_	_	_	_	
95-25	13396-13403	factors	_	_	_	_	
95-26	13403-13404	.	_	_	_	_	

#Text=As indicated in Fig. 1, different characterization steps were performed on the SEM, encompassing Everhart-Thorley secondary electron (SE2) (3) and EBSD data (4) acquisition.
97-1	13696-13698	As	_	_	_	_	
97-2	13699-13708	indicated	_	_	_	_	
97-3	13709-13711	in	_	_	_	_	
97-4	13712-13715	Fig	_	_	_	_	
97-5	13715-13716	.	_	_	_	_	
97-6	13717-13718	1	_	_	_	_	
97-7	13718-13719	,	_	_	_	_	
97-8	13720-13729	different	_	_	_	_	
97-9	13730-13746	characterization	https://w3id.org/pmd/materials-mechanics-ontology/CharacterizationProcess	*[30]	_	_	
97-10	13747-13752	steps	https://w3id.org/pmd/materials-mechanics-ontology/CharacterizationProcess	*[30]	_	_	
97-11	13753-13757	were	_	_	_	_	
97-12	13758-13767	performed	_	_	_	_	
97-13	13768-13770	on	_	_	_	_	
97-14	13771-13774	the	_	_	_	_	
97-15	13775-13778	SEM	https://w3id.org/pmd/materials-mechanics-ontology/ScanningElectronMicroscope	*	_	_	
97-16	13778-13779	,	_	_	_	_	
97-17	13780-13792	encompassing	_	_	_	_	
97-18	13793-13809	Everhart-Thorley	https://w3id.org/pmd/materials-mechanics-ontology/Detector	*[31]	_	_	
97-19	13810-13819	secondary	https://w3id.org/pmd/materials-mechanics-ontology/Detector	*[31]	_	_	
97-20	13820-13828	electron	https://w3id.org/pmd/materials-mechanics-ontology/Detector	*[31]	_	_	
97-21	13829-13830	(	_	_	_	_	
97-22	13830-13833	SE2	https://w3id.org/pmd/materials-mechanics-ontology/Detector	*	_	_	
97-23	13833-13834	)	_	_	_	_	
97-24	13835-13836	(	_	_	_	_	
97-25	13836-13837	3	_	_	_	_	
97-26	13837-13838	)	_	_	_	_	
97-27	13839-13842	and	_	_	_	_	
97-28	13843-13847	EBSD	https://w3id.org/pmd/materials-mechanics-ontology/ElectronBackscatterDiffractionMeasurement	*	_	_	
97-29	13848-13852	data	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*	_	_	
97-30	13853-13854	(	_	_	_	_	
97-31	13854-13855	4	_	_	_	_	
97-32	13855-13856	)	_	_	_	_	
97-33	13857-13868	acquisition	_	_	_	_	
97-34	13868-13869	.	_	_	_	_	

#Text=These measurements utilized a Zeiss Supra 40VP equipped with an EDAX TSL EBSD system.
99-1	13992-13997	These	_	_	_	_	
99-2	13998-14010	measurements	https://w3id.org/pmd/materials-mechanics-ontology/CharacterizationProcess	*	_	_	
99-3	14011-14019	utilized	_	_	_	_	
99-4	14020-14021	a	_	_	_	_	
99-5	14022-14027	Zeiss	https://w3id.org/pmd/materials-mechanics-ontology/ScanningElectronMicroscope	*[32]	_	_	
99-6	14028-14033	Supra	https://w3id.org/pmd/materials-mechanics-ontology/ScanningElectronMicroscope	*[32]	_	_	
99-7	14034-14038	40VP	https://w3id.org/pmd/materials-mechanics-ontology/ScanningElectronMicroscope	*[32]	_	_	
99-8	14039-14047	equipped	_	_	_	_	
99-9	14048-14052	with	_	_	_	_	
99-10	14053-14055	an	_	_	_	_	
99-11	14056-14060	EDAX	https://w3id.org/pmd/materials-mechanics-ontology/Equipment	*[33]	_	_	
99-12	14061-14064	TSL	https://w3id.org/pmd/materials-mechanics-ontology/Equipment	*[33]	_	_	
99-13	14065-14069	EBSD	https://w3id.org/pmd/materials-mechanics-ontology/Equipment	*[33]	_	_	
99-14	14070-14076	system	https://w3id.org/pmd/materials-mechanics-ontology/Equipment	*[33]	_	_	
99-15	14076-14077	.	_	_	_	_	

#Text=For EBSD data, the working distance (WD), scan step size, and aperture were chosen to be 18 mm, 0.6 μ m and 60 mm, respectively.
100-1	14081-14084	For	_	_	_	_	
100-2	14085-14089	EBSD	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[34]	_	_	
100-3	14090-14094	data	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[34]	_	_	
100-4	14094-14095	,	_	_	_	_	
100-5	14096-14099	the	_	_	_	_	
100-6	14100-14107	working	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[35]	_	_	
100-7	14108-14116	distance	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[35]	_	_	
100-8	14117-14118	(	_	_	_	_	
100-9	14118-14120	WD	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*	_	_	
100-10	14120-14121	)	_	_	_	_	
100-11	14121-14122	,	_	_	_	_	
100-12	14123-14127	scan	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[36]	_	_	
100-13	14128-14132	step	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[36]	_	_	
100-14	14133-14137	size	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[36]	_	_	
100-15	14137-14138	,	_	_	_	_	
100-16	14139-14142	and	_	_	_	_	
100-17	14143-14151	aperture	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*	_	_	
100-18	14152-14156	were	_	_	_	_	
100-19	14157-14163	chosen	_	_	_	_	
100-20	14164-14166	to	_	_	_	_	
100-21	14167-14169	be	_	_	_	_	
100-22	14170-14172	18	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[37]	_	_	
100-23	14173-14175	mm	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[37]	_	_	
100-24	14175-14176	,	_	_	_	_	
100-25	14177-14180	0.6	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[38]	_	_	
100-26	14181-14182	μ	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[38]	_	_	
100-27	14183-14184	m	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[38]	_	_	
100-28	14185-14188	and	_	_	_	_	
100-29	14189-14191	60	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[39]	_	_	
100-30	14192-14194	mm	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[39]	_	_	
100-31	14194-14195	,	_	_	_	_	
100-32	14196-14208	respectively	_	_	_	_	
100-33	14208-14209	.	_	_	_	_	

#Text=Activating high current mode enabled high electron collection rates.
101-1	14213-14223	Activating	_	_	_	_	
101-2	14224-14228	high	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[40]	_	_	
101-3	14229-14236	current	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[40]	_	_	
101-4	14237-14241	mode	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[40]	_	_	
101-5	14242-14249	enabled	_	_	_	_	
101-6	14250-14254	high	_	_	_	_	
101-7	14255-14263	electron	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[41]	_	_	
101-8	14264-14274	collection	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[41]	_	_	
101-9	14275-14280	rates	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[41]	_	_	
101-10	14280-14281	.	_	_	_	_	

#Text=Dynamic focusing ensured good pattern quality across the whole region of interest.
102-1	14285-14292	Dynamic	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[42]	_	_	
102-2	14293-14301	focusing	https://w3id.org/pmd/materials-mechanics-ontology/ProcessParameter	*[42]	_	_	
102-3	14302-14309	ensured	_	_	_	_	
102-4	14310-14314	good	_	_	_	_	
102-5	14315-14322	pattern	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[43]	_	_	
102-6	14323-14330	quality	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[43]	_	_	
102-7	14331-14337	across	_	_	_	_	
102-8	14338-14341	the	_	_	_	_	
102-9	14342-14347	whole	_	_	_	_	
102-10	14348-14354	region	https://w3id.org/pmd/materials-mechanics-ontology/Location	*[44]	_	_	
102-11	14355-14357	of	https://w3id.org/pmd/materials-mechanics-ontology/Location	*[44]	_	_	
102-12	14358-14366	interest	https://w3id.org/pmd/materials-mechanics-ontology/Location	*[44]	_	_	
102-13	14366-14367	.	_	_	_	_	

#Text=As a part of the automated postprocessing routine, EBSD pixels that exhibit confidence index (CI) below 0.05 are discarded, and the grains and grain boundary segments are reconstructed.
103-1	14371-14373	As	_	_	_	_	
103-2	14374-14375	a	_	_	_	_	
103-3	14376-14380	part	_	_	_	_	
103-4	14381-14383	of	_	_	_	_	
103-5	14384-14387	the	_	_	_	_	
103-6	14388-14397	automated	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[45]	_	_	
103-7	14398-14412	postprocessing	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[45]	_	_	
103-8	14413-14420	routine	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[45]	_	_	
103-9	14420-14421	,	_	_	_	_	
103-10	14422-14426	EBSD	https://w3id.org/pmd/materials-mechanics-ontology/ElectronBackscatterDiffractionMeasurement	*	_	_	
103-11	14427-14433	pixels	_	_	_	_	
103-12	14434-14438	that	_	_	_	_	
103-13	14439-14446	exhibit	_	_	_	_	
103-14	14447-14457	confidence	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[46]	_	_	
103-15	14458-14463	index	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[46]	_	_	
103-16	14464-14465	(	_	_	_	_	
103-17	14465-14467	CI	https://w3id.org/pmd/materials-mechanics-ontology/Property	*	_	_	
103-18	14467-14468	)	_	_	_	_	
103-19	14469-14474	below	_	_	_	_	
103-20	14475-14479	0.05	https://w3id.org/pmd/materials-mechanics-ontology/Value	*	_	_	
103-21	14480-14483	are	_	_	_	_	
103-22	14484-14493	discarded	_	_	_	_	
103-23	14493-14494	,	_	_	_	_	
103-24	14495-14498	and	_	_	_	_	
103-25	14499-14502	the	_	_	_	_	
103-26	14503-14509	grains	https://w3id.org/pmd/materials-mechanics-ontology/Grain	*	_	_	
103-27	14510-14513	and	_	_	_	_	
103-28	14514-14519	grain	https://w3id.org/pmd/materials-mechanics-ontology/GrainBoundarySegment	*[47]	_	_	
103-29	14520-14528	boundary	https://w3id.org/pmd/materials-mechanics-ontology/GrainBoundarySegment	*[47]	_	_	
