#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Training high-strength aluminum alloys to withstand fatigue
6-10	614-620	during	_	_			
6-11	621-624	the	_	_			
6-12	625-632	initial	_	_			
6-13	633-639	cycles	_	_			
6-14	640-642	of	_	_			
6-15	643-650	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*			
6-16	651-653	to	_	_			
6-17	654-665	dynamically	_	_			
6-18	666-670	heal	_	_			
6-19	671-674	the	_	_			
6-20	675-683	inherent	_	_			
6-21	684-688	weak	https://w3id.org/pmd/materials-mechanics-ontology/Defect	*[8]			
6-22	689-695	points	https://w3id.org/pmd/materials-mechanics-ontology/Defect	*[8]			
6-23	696-698	in	_	_			
6-24	699-702	the	_	_			
6-25	703-717	microstructure	https://w3id.org/pmd/materials-mechanics-ontology/Microstructure	*			
6-26	717-718	.	_	_			

#Text=The fatigue life of the highest strength Aluminum alloys is improved by 25x, and the fatigue strength is raised to ~1/2 the tensile strength.
7-1	722-725	The	_	_			
7-2	726-733	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueLifetime	*[9]			
7-3	734-738	life	https://w3id.org/pmd/materials-mechanics-ontology/FatigueLifetime	*[9]			
7-4	739-741	of	_	_			
7-5	742-745	the	_	_			
7-6	746-753	highest	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[10]			
7-7	754-762	strength	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[10]			
7-8	763-771	Aluminum	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[10]			
7-9	772-778	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[10]			
7-10	779-781	is	_	_			
7-11	782-790	improved	_	_			
7-12	791-793	by	_	_			
7-13	794-797	25x	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
7-14	797-798	,	_	_			
7-15	799-802	and	_	_			
7-16	803-806	the	_	_			
7-17	807-814	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[11]			
7-18	815-823	strength	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[11]			
7-19	824-826	is	_	_			
7-20	827-833	raised	_	_			
7-21	834-836	to	_	_			
7-22	837-838	~	_	_			
7-23	838-839	1	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[12]			
7-24	839-840	/	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[12]			
7-25	840-841	2	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[12]			
7-26	842-845	the	_	_			
7-27	846-853	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileUltimateStrength	*[13]			
7-28	854-862	strength	https://w3id.org/pmd/materials-mechanics-ontology/TensileUltimateStrength	*[13]			
7-29	862-863	.	_	_			

#Text=The approach embraces the difference between static and dynamic loading and represents a conceptual change in microstructural design for fatigue.
8-1	867-870	The	_	_			
8-2	871-879	approach	_	_			
8-3	880-888	embraces	_	_			
8-4	889-892	the	_	_			
8-5	893-903	difference	_	_			
8-6	904-911	between	_	_			
8-7	912-918	static	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*			
8-8	919-922	and	_	_			
8-9	923-930	dynamic	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*[14]			
8-10	931-938	loading	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*[14]			
8-11	939-942	and	_	_			
8-12	943-953	represents	_	_			
8-13	954-955	a	_	_			
8-14	956-966	conceptual	_	_			
8-15	967-973	change	_	_			
8-16	974-976	in	_	_			
8-17	977-992	microstructural	https://w3id.org/pmd/materials-mechanics-ontology/Microstructure	*			
8-18	993-999	design	_	_			
8-19	1000-1003	for	_	_			
8-20	1004-1011	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
8-21	1011-1012	.	_	_			

#Text=Aluminum (Al) alloys are the second most popular engineering alloy in use today.
12-1	1146-1154	Aluminum	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[15]			
12-2	1155-1156	(	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[15]			
12-3	1156-1158	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[15]			
12-4	1158-1159	)	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[15]			
12-5	1160-1166	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[15]			
12-6	1167-1170	are	_	_			
12-7	1171-1174	the	_	_			
12-8	1175-1181	second	_	_			
12-9	1182-1186	most	_	_			
12-10	1187-1194	popular	_	_			
12-11	1195-1206	engineering	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[16]			
12-12	1207-1212	alloy	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[16]			
12-13	1213-1215	in	_	_			
12-14	1216-1219	use	_	_			
12-15	1220-1225	today	_	_			
12-16	1225-1226	.	_	_			

#Text=Compared to steel, they are light (1/3 rd the density of steel), non-magnetic and have excellent corrosion resistance.
13-1	1230-1238	Compared	_	_			
13-2	1239-1241	to	_	_			
13-3	1242-1247	steel	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*			
13-4	1247-1248	,	_	_			
13-5	1249-1253	they	_	_			
13-6	1254-1257	are	_	_			
13-7	1258-1263	light	_	_			
13-8	1264-1265	(	_	_			
13-9	1265-1266	1	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[17]			
13-10	1266-1267	/	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[17]			
13-11	1267-1268	3	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[17]			
13-12	1269-1271	rd	_	_			
13-13	1272-1275	the	_	_			
13-14	1276-1283	density	https://w3id.org/pmd/materials-mechanics-ontology/MassDensity	*			
13-15	1284-1286	of	_	_			
13-16	1287-1292	steel	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*			
13-17	1292-1293	)	_	_			
13-18	1293-1294	,	_	_			
13-19	1295-1307	non-magnetic	https://w3id.org/pmd/materials-mechanics-ontology/MagneticProperty	*			
13-20	1308-1311	and	_	_			
13-21	1312-1316	have	_	_			
13-22	1317-1326	excellent	_	_			
13-23	1327-1336	corrosion	https://w3id.org/pmd/materials-mechanics-ontology/CorrosionProperty	*[18]			
13-24	1337-1347	resistance	https://w3id.org/pmd/materials-mechanics-ontology/CorrosionProperty	*[18]			
13-25	1347-1348	.	_	_			

#Text=The precipitate-strengthened Al alloys can also be processed to be relatively strong so their specific mechanical properties (property/density) provide a competitive advantage in applications where weight reduction is important.
14-1	1352-1355	The	_	_			
14-2	1356-1380	precipitate-strengthened	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[19]			
14-3	1381-1383	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[19]			
14-4	1384-1390	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[19]			
14-5	1391-1394	can	_	_			
14-6	1395-1399	also	_	_			
14-7	1400-1402	be	_	_			
14-8	1403-1412	processed	_	_			
14-9	1413-1415	to	_	_			
14-10	1416-1418	be	_	_			
14-11	1419-1429	relatively	_	_			
14-12	1430-1436	strong	_	_			
14-13	1437-1439	so	_	_			
14-14	1440-1445	their	_	_			
14-15	1446-1454	specific	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[20]			
14-16	1455-1465	mechanical	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[20]			
14-17	1466-1476	properties	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[20]			
14-18	1477-1478	(	_	_			
14-19	1478-1486	property	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*			
14-20	1486-1487	/	_	_			
14-21	1487-1494	density	https://w3id.org/pmd/materials-mechanics-ontology/MassDensity	*			
14-22	1494-1495	)	_	_			
14-23	1496-1503	provide	_	_			
14-24	1504-1505	a	_	_			
14-25	1506-1517	competitive	_	_			
14-26	1518-1527	advantage	_	_			
14-27	1528-1530	in	_	_			
14-28	1531-1543	applications	_	_			
14-29	1544-1549	where	_	_			
14-30	1550-1556	weight	_	_			
14-31	1557-1566	reduction	_	_			
14-32	1567-1569	is	_	_			
14-33	1570-1579	important	_	_			
14-34	1579-1580	.	_	_			

#Text=The transportation industry emphasizes weight reduction to reduce fuel emissions, and this has led to the continual increase in use of Al alloys in these important applications 1-$^{3}$.
16-1	1693-1696	The	_	_			
16-2	1697-1711	transportation	_	_			
16-3	1712-1720	industry	_	_			
16-4	1721-1731	emphasizes	_	_			
16-5	1732-1738	weight	_	_			
16-6	1739-1748	reduction	_	_			
16-7	1749-1751	to	_	_			
16-8	1752-1758	reduce	_	_			
16-9	1759-1763	fuel	_	_			
16-10	1764-1773	emissions	_	_			
16-11	1773-1774	,	_	_			
16-12	1775-1778	and	_	_			
16-13	1779-1783	this	_	_			
16-14	1784-1787	has	_	_			
16-15	1788-1791	led	_	_			
16-16	1792-1794	to	_	_			
16-17	1795-1798	the	_	_			
16-18	1799-1808	continual	_	_			
16-19	1809-1817	increase	_	_			
16-20	1818-1820	in	_	_			
16-21	1821-1824	use	_	_			
16-22	1825-1827	of	_	_			
16-23	1828-1830	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[21]			
16-24	1831-1837	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[21]			
16-25	1838-1840	in	_	_			
16-26	1841-1846	these	_	_			
16-27	1847-1856	important	_	_			
16-28	1857-1869	applications	_	_			
16-29	1870-1871	1	_	_			
16-30	1871-1872	-	_	_			
16-31	1872-1873	$	_	_			
16-32	1873-1874	^	_	_			
16-33	1874-1875	{	_	_			
16-34	1875-1876	3	_	_			
16-35	1876-1877	}	_	_			
16-36	1877-1878	$	_	_			
16-37	1878-1879	.	_	_			

#Text=Transportation structures are subject to alternating forces and the stresses the materials must withstand are cyclic in nature.
17-1	1883-1897	Transportation	https://w3id.org/pmd/materials-mechanics-ontology/Object	*[22]			
17-2	1898-1908	structures	https://w3id.org/pmd/materials-mechanics-ontology/Object	*[22]			
17-3	1909-1912	are	_	_			
17-4	1913-1920	subject	_	_			
17-5	1921-1923	to	_	_			
17-6	1924-1935	alternating	https://w3id.org/pmd/materials-mechanics-ontology/Force	*[23]			
17-7	1936-1942	forces	https://w3id.org/pmd/materials-mechanics-ontology/Force	*[23]			
17-8	1943-1946	and	_	_			
17-9	1947-1950	the	_	_			
17-10	1951-1959	stresses	https://w3id.org/pmd/materials-mechanics-ontology/Stress	*			
17-11	1960-1963	the	_	_			
17-12	1964-1973	materials	_	_			
17-13	1974-1978	must	_	_			
17-14	1979-1988	withstand	_	_			
17-15	1989-1992	are	_	_			
17-16	1993-1999	cyclic	https://w3id.org/pmd/materials-mechanics-ontology/Cyclic	*			
17-17	2000-2002	in	_	_			
17-18	2003-2009	nature	_	_			
17-19	2009-2010	.	_	_			

#Text=This loading leads to fatigue 4-9 and the resistance of a material to fatigue failure is critical in these applications.
18-1	2014-2018	This	_	_			
18-2	2019-2026	loading	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*			
18-3	2027-2032	leads	_	_			
18-4	2033-2035	to	_	_			
18-5	2036-2043	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
18-6	2044-2045	4	_	_			
18-7	2045-2046	-	_	_			
18-8	2046-2047	9	_	_			
18-9	2048-2051	and	_	_			
18-10	2052-2055	the	_	_			
18-11	2056-2066	resistance	_	_			
18-12	2067-2069	of	_	_			
18-13	2070-2071	a	_	_			
18-14	2072-2080	material	_	_			
18-15	2081-2083	to	_	_			
18-16	2084-2091	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*[24]			
18-17	2092-2099	failure	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*[24]			
18-18	2100-2102	is	_	_			
18-19	2103-2111	critical	_	_			
18-20	2112-2114	in	_	_			
18-21	2115-2120	these	_	_			
18-22	2121-2133	applications	_	_			
18-23	2133-2134	.	_	_			

#Text=It is estimated that 80% of all engineering alloy failures are due to fatigue$^{5,8}$.
19-1	2138-2140	It	_	_			
19-2	2141-2143	is	_	_			
19-3	2144-2153	estimated	_	_			
19-4	2154-2158	that	_	_			
19-5	2159-2162	80%	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
19-6	2163-2165	of	_	_			
19-7	2166-2169	all	_	_			
19-8	2170-2181	engineering	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[25]			
19-9	2182-2187	alloy	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[25]			
19-10	2188-2196	failures	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*			
19-11	2197-2200	are	_	_			
19-12	2201-2204	due	_	_			
19-13	2205-2207	to	_	_			
19-14	2208-2215	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
19-15	2215-2216	$	_	_			
19-16	2216-2217	^	_	_			
19-17	2217-2218	{	_	_			
19-18	2218-2221	5,8	_	_			
19-19	2221-2222	}	_	_			
19-20	2222-2223	$	_	_			
19-21	2223-2224	.	_	_			

#Text=The cyclic stress that an alloy can support for a prolonged period (~10 7 cycles) without failure is known as the fatigue strength, and it is always lower than the tensile stress that would lead to failure under monotonic loading.
20-1	2228-2231	The	_	_			
20-2	2232-2238	cyclic	https://w3id.org/pmd/materials-mechanics-ontology/Stress	*[26]			
20-3	2239-2245	stress	https://w3id.org/pmd/materials-mechanics-ontology/Stress	*[26]			
20-4	2246-2250	that	_	_			
20-5	2251-2253	an	_	_			
20-6	2254-2259	alloy	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*			
20-7	2260-2263	can	_	_			
20-8	2264-2271	support	_	_			
20-9	2272-2275	for	_	_			
20-10	2276-2277	a	_	_			
20-11	2278-2287	prolonged	_	_			
20-12	2288-2294	period	_	_			
20-13	2295-2296	(	_	_			
20-14	2296-2297	~	_	_			
20-15	2297-2299	10	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[27]			
20-16	2300-2301	7	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[27]			
20-17	2302-2308	cycles	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[27]			
20-18	2308-2309	)	_	_			
20-19	2310-2317	without	_	_			
20-20	2318-2325	failure	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*			
20-21	2326-2328	is	_	_			
20-22	2329-2334	known	_	_			
20-23	2335-2337	as	_	_			
20-24	2338-2341	the	_	_			
20-25	2342-2349	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[28]			
20-26	2350-2358	strength	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[28]			
20-27	2358-2359	,	_	_			
20-28	2360-2363	and	_	_			
20-29	2364-2366	it	_	_			
20-30	2367-2369	is	_	_			
20-31	2370-2376	always	_	_			
20-32	2377-2382	lower	_	_			
20-33	2383-2387	than	_	_			
20-34	2388-2391	the	_	_			
20-35	2392-2399	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileUltimateStrength	*[29]			
20-36	2400-2406	stress	https://w3id.org/pmd/materials-mechanics-ontology/TensileUltimateStrength	*[29]			
20-37	2407-2411	that	_	_			
20-38	2412-2417	would	_	_			
20-39	2418-2422	lead	_	_			
20-40	2423-2425	to	_	_			
20-41	2426-2433	failure	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*			
20-42	2434-2439	under	_	_			
20-43	2440-2449	monotonic	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*[30]			
20-44	2450-2457	loading	https://w3id.org/pmd/materials-mechanics-ontology/LoadingType	*[30]			
20-45	2457-2458	.	_	_			

#Text=The fatigue strength (a dynamic property) and tensile strength (a static property) are strongly correlated in the case of steels: fatigue strength = tensile strength 1 = 2 (Supplementary Fig.
21-1	2462-2465	The	_	_			
21-2	2466-2473	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[31]			
21-3	2474-2482	strength	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[31]			
21-4	2483-2484	(	_	_			
21-5	2484-2485	a	_	_			
21-6	2486-2493	dynamic	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[32]			
21-7	2494-2502	property	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[32]			
21-8	2502-2503	)	_	_			
21-9	2504-2507	and	_	_			
21-10	2508-2515	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[33]			
21-11	2516-2524	strength	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[33]			
21-12	2525-2526	(	_	_			
21-13	2526-2527	a	_	_			
21-14	2528-2534	static	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[34]			
21-15	2535-2543	property	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[34]			
21-16	2543-2544	)	_	_			
21-17	2545-2548	are	_	_			
21-18	2549-2557	strongly	_	_			
21-19	2558-2568	correlated	_	_			
21-20	2569-2571	in	_	_			
21-21	2572-2575	the	_	_			
21-22	2576-2580	case	_	_			
21-23	2581-2583	of	_	_			
21-24	2584-2590	steels	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*			
21-25	2590-2591	:	_	_			
21-26	2592-2599	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[35]			
21-27	2600-2608	strength	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[35]			
21-28	2609-2610	0	_	_			
21-29	2611-2618	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[36]			
21-30	2619-2627	strength	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[36]			
21-31	2628-2629	1	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
21-32	2630-2631	0	_	_			
21-33	2632-2633	2	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
21-34	2634-2635	(	_	_			
21-35	2635-2648	Supplementary	_	_			
21-36	2649-2652	Fig	_	_			
21-37	2652-2653	.	_	_			

#Text=This highlights one strategy taken when an improved fatigue strength is required a material with a higher tensile strength is chosen.
23-1	2690-2694	This	_	_			
23-2	2695-2705	highlights	_	_			
23-3	2706-2709	one	_	_			
23-4	2710-2718	strategy	_	_			
23-5	2719-2724	taken	_	_			
23-6	2725-2729	when	_	_			
23-7	2730-2732	an	_	_			
23-8	2733-2741	improved	_	_			
23-9	2742-2749	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[37]			
23-10	2750-2758	strength	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*[37]			
23-11	2759-2761	is	_	_			
23-12	2762-2770	required	_	_			
23-13	2771-2772	a	_	_			
23-14	2773-2781	material	_	_			
23-15	2782-2786	with	_	_			
23-16	2787-2788	a	_	_			
23-17	2789-2795	higher	_	_			
23-18	2796-2803	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[38]			
23-19	2804-2812	strength	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[38]			
23-20	2813-2815	is	_	_			
23-21	2816-2822	chosen	_	_			
23-22	2822-2823	.	_	_			

#Text=Unfortunately, the fatigue performance of high strength Al alloys is comparatively poor, and this is one of the Achilles heels of Al alloys.
24-1	2827-2840	Unfortunately	_	_			
24-2	2840-2841	,	_	_			
24-3	2842-2845	the	_	_			
24-4	2846-2853	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[39]			
24-5	2854-2865	performance	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalProperty	*[39]			
24-6	2866-2868	of	_	_			
24-7	2869-2873	high	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[40]			
24-8	2874-2882	strength	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[40]			
24-9	2883-2885	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[40]			
24-10	2886-2892	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[40]			
24-11	2893-2895	is	_	_			
24-12	2896-2909	comparatively	_	_			
24-13	2910-2914	poor	_	_			
24-14	2914-2915	,	_	_			
24-15	2916-2919	and	_	_			
24-16	2920-2924	this	_	_			
24-17	2925-2927	is	_	_			
24-18	2928-2931	one	_	_			
24-19	2932-2934	of	_	_			
24-20	2935-2938	the	_	_			
24-21	2939-2947	Achilles	_	_			
24-22	2948-2953	heels	_	_			
24-23	2954-2956	of	_	_			
24-24	2957-2959	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[41]			
24-25	2960-2966	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[41]			
24-26	2966-2967	.	_	_			

#Text=Figure 1 shows the fatigue and the tensile strength correlation for three of the most common precipitatestrengthened Al alloys: AA2024 (Al-Cu-Mg), AA6061 (Al-Mg-Si), and AA7050 (Al-Zn-Mg-(Cu)).
25-1	2971-2977	Figure	_	_			
25-2	2978-2979	1	_	_			
25-3	2980-2985	shows	_	_			
25-4	2986-2989	the	_	_			
25-5	2990-2997	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueStrength	*			
25-6	2998-3001	and	_	_			
25-7	3002-3005	the	_	_			
25-8	3006-3013	tensile	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[42]			
25-9	3014-3022	strength	https://w3id.org/pmd/materials-mechanics-ontology/TensileYieldStrength	*[42]			
25-10	3023-3034	correlation	_	_			
25-11	3035-3038	for	_	_			
25-12	3039-3044	three	_	_			
25-13	3045-3047	of	_	_			
25-14	3048-3051	the	_	_			
25-15	3052-3056	most	_	_			
25-16	3057-3063	common	_	_			
25-17	3064-3087	precipitatestrengthened	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[43]			
25-18	3088-3090	Al	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[43]			
25-19	3091-3097	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[43]			
25-20	3097-3098	:	_	_			
25-21	3099-3105	AA2024	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*			
25-22	3106-3107	(	_	_			
25-23	3107-3115	Al-Cu-Mg	_	_			
25-23.1	3107-3109	Al	https://w3id.org/pmd/materials-mechanics-ontology/Al	*			
25-23.2	3110-3112	Cu	https://w3id.org/pmd/materials-mechanics-ontology/Cu	*			
25-23.3	3113-3115	Mg	https://w3id.org/pmd/materials-mechanics-ontology/Mg	*			
25-24	3115-3116	)	_	_			
25-25	3116-3117	,	_	_			
25-26	3118-3124	AA6061	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*			
25-27	3125-3126	(	_	_			
25-28	3126-3134	Al-Mg-Si	_	_			
25-28.1	3126-3128	Al	https://w3id.org/pmd/materials-mechanics-ontology/Al	*			
25-28.2	3129-3131	Mg	https://w3id.org/pmd/materials-mechanics-ontology/Mg	*			
25-28.3	3132-3134	Si	https://w3id.org/pmd/materials-mechanics-ontology/Si	*			
25-29	3134-3135	)	_	_			
25-30	3135-3136	,	_	_			
25-31	3137-3140	and	_	_			
25-32	3141-3147	AA7050	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*			
25-33	3148-3149	(	_	_			
25-34	3149-3157	Al-Zn-Mg	_	_			
