#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Abstract: In this study, we investigate the influence of control type and strain rate on the lifetime of specimens manufactured from 50CrMo4.
9-22	1497-1504	results	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTestDataSet	*[7]			
9-23	1504-1505	.	_	_			

#Text=The method is applied to the results of ultrasonic fatigue tests of six different combinations of heat treatment, specimen geometry (notch factor) and atmosphere.
10-1	1509-1512	The	_	_			
10-2	1513-1519	method	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*			
10-3	1520-1522	is	_	_			
10-4	1523-1530	applied	_	_			
10-5	1531-1533	to	_	_			
10-6	1534-1537	the	_	_			
10-7	1538-1545	results	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTestDataSet	*			
10-8	1546-1548	of	_	_			
10-9	1549-1559	ultrasonic	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[8]			
10-10	1560-1567	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[8]			
10-11	1568-1573	tests	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[8]			
10-12	1574-1576	of	_	_			
10-13	1577-1580	six	_	_			
10-14	1581-1590	different	_	_			
10-15	1591-1603	combinations	_	_			
10-16	1604-1606	of	_	_			
10-17	1607-1611	heat	https://w3id.org/pmd/materials-mechanics-ontology/HeatTreatment	*[9]			
10-18	1612-1621	treatment	https://w3id.org/pmd/materials-mechanics-ontology/HeatTreatment	*[9]			
10-19	1621-1622	,	_	_			
10-20	1623-1631	specimen	https://w3id.org/pmd/materials-mechanics-ontology/TestSpecimenProperty	*[10]			
10-21	1632-1640	geometry	https://w3id.org/pmd/materials-mechanics-ontology/TestSpecimenProperty	*[10]			
10-22	1641-1642	(	_	_			
10-23	1642-1647	notch	https://w3id.org/pmd/materials-mechanics-ontology/FatigueNotchFactor	*[11]			
10-24	1648-1654	factor	https://w3id.org/pmd/materials-mechanics-ontology/FatigueNotchFactor	*[11]			
10-25	1654-1655	)	_	_			
10-26	1656-1659	and	_	_			
10-27	1660-1670	atmosphere	https://w3id.org/pmd/materials-mechanics-ontology/TestingMedium	*			
10-28	1670-1671	.	_	_			

#Text=In a statistical analysis, the corrected results show an improved agreement with test results obtained on conventional fatigue testing equipment with similar specimens: the standard deviation in combined data sets is significantly reduced (p = 4.1%).
11-1	1675-1677	In	_	_			
11-2	1678-1679	a	_	_			
11-3	1680-1691	statistical	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[12]			
11-4	1692-1700	analysis	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[12]			
11-5	1700-1701	,	_	_			
11-6	1702-1705	the	_	_			
11-7	1706-1715	corrected	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[13]			
11-8	1716-1723	results	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[13]			
11-9	1724-1728	show	_	_			
11-10	1729-1731	an	_	_			
11-11	1732-1740	improved	_	_			
11-12	1741-1750	agreement	_	_			
11-13	1751-1755	with	_	_			
11-14	1756-1760	test	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTestDataSet	*[14]			
11-15	1761-1768	results	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTestDataSet	*[14]			
11-16	1769-1777	obtained	_	_			
11-17	1778-1780	on	_	_			
11-18	1781-1793	conventional	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[15]			
11-19	1794-1801	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[15]			
11-20	1802-1809	testing	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[15]			
11-21	1810-1819	equipment	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[15]			
11-22	1820-1824	with	_	_			
11-23	1825-1832	similar	_	_			
11-24	1833-1842	specimens	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTestSpecimen	*			
11-25	1842-1843	:	_	_			
11-26	1844-1847	the	_	_			
11-27	1848-1856	standard	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[16]			
11-28	1857-1866	deviation	https://w3id.org/pmd/materials-mechanics-ontology/Property	*[16]			
11-29	1867-1869	in	_	_			
11-30	1870-1878	combined	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[17]			
11-31	1879-1883	data	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[17]			
11-32	1884-1888	sets	https://w3id.org/pmd/materials-mechanics-ontology/DataSet	*[17]			
11-33	1889-1891	is	_	_			
11-34	1892-1905	significantly	_	_			
11-35	1906-1913	reduced	_	_			
11-36	1914-1915	(	_	_			
11-37	1915-1916	p	https://w3id.org/pmd/materials-mechanics-ontology/Property	*			
11-38	1917-1918	0	_	_			
11-39	1919-1923	4.1%	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
11-40	1923-1924	)	_	_			
11-41	1924-1925	.	_	_			

#Text=We discuss the literature on intrinsic and extrinsic strain rate effects in carbon steels.
12-1	1929-1931	We	_	_			
12-2	1932-1939	discuss	_	_			
12-3	1940-1943	the	_	_			
12-4	1944-1954	literature	_	_			
12-5	1955-1957	on	_	_			
12-6	1958-1967	intrinsic	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
12-7	1968-1971	and	_	_			
12-8	1972-1981	extrinsic	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[18]			
12-9	1982-1988	strain	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[18]			
12-10	1989-1993	rate	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[18]			
12-11	1994-2001	effects	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[18]			
12-12	2002-2004	in	_	_			
12-13	2005-2011	carbon	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[19]			
12-14	2012-2018	steels	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[19]			
12-15	2018-2019	.	_	_			

#Text=Keywords: ultrasonic cyclic testing; frequency effect; control type effect; strain rate effect; 50CrMo4; SAE 4150; high cycle fatigue; very high cycle fatigue; statistical analyses
13-1	2023-2031	Keywords	_	_			
13-2	2031-2032	:	_	_			
13-3	2033-2043	ultrasonic	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTest	*[20]			
13-4	2044-2050	cyclic	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTest	*[20]			
13-5	2051-2058	testing	https://w3id.org/pmd/materials-mechanics-ontology/MechanicalTest	*[20]			
13-6	2058-2059	;	_	_			
13-7	2060-2069	frequency	https://w3id.org/pmd/materials-mechanics-ontology/FrequencyEffect	*[21]			
13-8	2070-2076	effect	https://w3id.org/pmd/materials-mechanics-ontology/FrequencyEffect	*[21]			
13-9	2076-2077	;	_	_			
13-10	2078-2085	control	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*[22]			
13-11	2086-2090	type	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*[22]			
13-12	2091-2097	effect	_	_			
13-13	2097-2098	;	_	_			
13-14	2099-2105	strain	https://w3id.org/pmd/materials-mechanics-ontology/StrainRate	*[23]			
13-15	2106-2110	rate	https://w3id.org/pmd/materials-mechanics-ontology/StrainRate	*[23]			
13-16	2111-2117	effect	_	_			
13-17	2117-2118	;	_	_			
13-18	2119-2126	50CrMo4	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*			
13-19	2126-2127	;	_	_			
13-20	2128-2131	SAE	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*[24]			
13-21	2132-2136	4150	https://w3id.org/pmd/materials-mechanics-ontology/Alloy	*[24]			
13-22	2136-2137	;	_	_			
13-23	2138-2142	high	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[25]			
13-24	2143-2148	cycle	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[25]			
13-25	2149-2156	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[25]			
13-26	2156-2157	;	_	_			
13-27	2158-2162	very	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[26]			
13-28	2163-2167	high	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[26]			
13-29	2168-2173	cycle	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[26]			
13-30	2174-2181	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[26]			
13-31	2181-2182	;	_	_			
13-32	2183-2194	statistical	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[27]			
13-33	2195-2203	analyses	https://w3id.org/pmd/materials-mechanics-ontology/DataTransformationProcess	*[27]			

#Text=Since the early days of fatigue research, stress based approaches have been used for the fatigue design of components.
16-1	2267-2272	Since	_	_			
16-2	2273-2276	the	_	_			
16-3	2277-2282	early	_	_			
16-4	2283-2287	days	_	_			
16-5	2288-2290	of	_	_			
16-6	2291-2298	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
16-7	2299-2307	research	_	_			
16-8	2307-2308	,	_	_			
16-9	2309-2315	stress	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[28]			
16-10	2316-2321	based	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[28]			
16-11	2322-2332	approaches	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[28]			
16-12	2333-2337	have	_	_			
16-13	2338-2342	been	_	_			
16-14	2343-2347	used	_	_			
16-15	2348-2351	for	_	_			
16-16	2352-2355	the	_	_			
16-17	2356-2363	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*			
16-18	2364-2370	design	_	_			
16-19	2371-2373	of	_	_			
16-20	2374-2384	components	https://w3id.org/pmd/materials-mechanics-ontology/Component	*			
16-21	2384-2385	.	_	_			

#Text=This approach prevails in the high cycle fatigue (HCF) region to this day.
17-1	2389-2393	This	_	_			
17-2	2394-2402	approach	_	_			
17-3	2403-2411	prevails	_	_			
17-4	2412-2414	in	_	_			
17-5	2415-2418	the	_	_			
17-6	2419-2423	high	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[29]			
17-7	2424-2429	cycle	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[29]			
17-8	2430-2437	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[29]			
17-9	2438-2439	(	_	_			
17-10	2439-2442	HCF	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*			
17-11	2442-2443	)	_	_			
17-12	2444-2450	region	_	_			
17-13	2451-2453	to	_	_			
17-14	2454-2458	this	_	_			
17-15	2459-2462	day	_	_			
17-16	2462-2463	.	_	_			

#Text=Models of this kind are best calibrated using stress-controlled cyclic tests.
18-1	2467-2473	Models	https://w3id.org/pmd/materials-mechanics-ontology/Model	*			
18-2	2474-2476	of	_	_			
18-3	2477-2481	this	_	_			
18-4	2482-2486	kind	_	_			
18-5	2487-2490	are	_	_			
18-6	2491-2495	best	_	_			
18-7	2496-2506	calibrated	_	_			
18-8	2507-2512	using	_	_			
18-9	2513-2530	stress-controlled	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*			
18-10	2531-2537	cyclic	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[30]			
18-11	2538-2543	tests	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[30]			
18-12	2543-2544	.	_	_			

#Text=In the 1950s and 1960s, strain-based approaches, which differentiate between elastic and plastic strain, were developed to improve predictive power in the low cycle fatigue (LCF) region [1].
19-1	2548-2550	In	_	_			
19-2	2551-2554	the	_	_			
19-3	2555-2560	1950s	_	_			
19-4	2561-2564	and	_	_			
19-5	2565-2570	1960s	_	_			
19-6	2570-2571	,	_	_			
19-7	2572-2584	strain-based	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[31]			
19-8	2585-2595	approaches	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[31]			
19-9	2595-2596	,	_	_			
19-10	2597-2602	which	_	_			
19-11	2603-2616	differentiate	_	_			
19-12	2617-2624	between	_	_			
19-13	2625-2632	elastic	https://w3id.org/pmd/materials-mechanics-ontology/Strain	*			
19-14	2633-2636	and	_	_			
19-15	2637-2644	plastic	https://w3id.org/pmd/materials-mechanics-ontology/Strain	*[32]			
19-16	2645-2651	strain	https://w3id.org/pmd/materials-mechanics-ontology/Strain	*[32]			
19-17	2651-2652	,	_	_			
19-18	2653-2657	were	_	_			
19-19	2658-2667	developed	_	_			
19-20	2668-2670	to	_	_			
19-21	2671-2678	improve	_	_			
19-22	2679-2689	predictive	_	_			
19-23	2690-2695	power	_	_			
19-24	2696-2698	in	_	_			
19-25	2699-2702	the	_	_			
19-26	2703-2706	low	https://w3id.org/pmd/materials-mechanics-ontology/LowcycleFatigue	*[33]			
19-27	2707-2712	cycle	https://w3id.org/pmd/materials-mechanics-ontology/LowcycleFatigue	*[33]			
19-28	2713-2720	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/LowcycleFatigue	*[33]			
19-29	2721-2722	(	_	_			
19-30	2722-2725	LCF	https://w3id.org/pmd/materials-mechanics-ontology/LowcycleFatigue	*			
19-31	2725-2726	)	_	_			
19-32	2727-2733	region	_	_			
19-33	2734-2735	[	_	_			
19-34	2735-2736	1	_	_			
19-35	2736-2737	]	_	_			
19-36	2737-2738	.	_	_			

#Text=Strain-based models are best calibrated using strain-controlled fatigue tests.
20-1	2742-2754	Strain-based	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[34]			
20-2	2755-2761	models	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[34]			
20-3	2762-2765	are	_	_			
20-4	2766-2770	best	_	_			
20-5	2771-2781	calibrated	_	_			
20-6	2782-2787	using	_	_			
20-7	2788-2805	strain-controlled	https://w3id.org/pmd/materials-mechanics-ontology/Straincontrolled	*			
20-8	2806-2813	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[35]			
20-9	2814-2819	tests	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[35]			
20-10	2819-2820	.	_	_			

#Text=In the 1980s and 1990s, component failures in the gigacycle range kick-started very high cycle fatigue (VHCF) research
21-1	2824-2826	In	_	_			
21-2	2827-2830	the	_	_			
21-3	2831-2836	1980s	_	_			
21-4	2837-2840	and	_	_			
21-5	2841-2846	1990s	_	_			
21-6	2846-2847	,	_	_			
21-7	2848-2857	component	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*[36]			
21-8	2858-2866	failures	https://w3id.org/pmd/materials-mechanics-ontology/Failure	*[36]			
21-9	2867-2869	in	_	_			
21-10	2870-2873	the	_	_			
21-11	2874-2883	gigacycle	_	_			
21-12	2884-2889	range	_	_			
21-13	2890-2902	kick-started	_	_			
21-14	2903-2907	very	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[37]			
21-15	2908-2912	high	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[37]			
21-16	2913-2918	cycle	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[37]			
21-17	2919-2926	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[37]			
21-18	2927-2928	(	_	_			
21-19	2928-2932	VHCF	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*			
21-20	2932-2933	)	_	_			
21-21	2934-2942	research	_	_			

#Text=In VHCF fatigue initiation, no macroscopically plastic material behavior is observed, therefore stress based models are employed.
23-1	2976-2978	In	_	_			
23-2	2979-2983	VHCF	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*			
23-3	2984-2991	fatigue	https://w3id.org/pmd/materials-mechanics-ontology/CrackInitation	*[38]			
23-4	2992-3002	initiation	https://w3id.org/pmd/materials-mechanics-ontology/CrackInitation	*[38]			
23-5	3002-3003	,	_	_			
23-6	3004-3006	no	_	_			
23-7	3007-3022	macroscopically	_	_			
23-8	3023-3030	plastic	_	_			
23-9	3031-3039	material	_	_			
23-10	3040-3048	behavior	_	_			
23-11	3049-3051	is	_	_			
23-12	3052-3060	observed	_	_			
23-13	3060-3061	,	_	_			
23-14	3062-3071	therefore	_	_			
23-15	3072-3078	stress	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[39]			
23-16	3079-3084	based	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[39]			
23-17	3085-3091	models	https://w3id.org/pmd/materials-mechanics-ontology/Model	*[39]			
23-18	3092-3095	are	_	_			
23-19	3096-3104	employed	_	_			
23-20	3104-3105	.	_	_			

#Text=Ideally, these models should be calibrated using stress-controlled cyclic tests.
24-1	3109-3116	Ideally	_	_			
24-2	3116-3117	,	_	_			
24-3	3118-3123	these	_	_			
24-4	3124-3130	models	https://w3id.org/pmd/materials-mechanics-ontology/Model	*			
24-5	3131-3137	should	_	_			
24-6	3138-3140	be	_	_			
24-7	3141-3151	calibrated	_	_			
24-8	3152-3157	using	_	_			
24-9	3158-3175	stress-controlled	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*			
24-10	3176-3182	cyclic	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[40]			
24-11	3183-3188	tests	https://w3id.org/pmd/materials-mechanics-ontology/FatigueTest	*[40]			
24-12	3188-3189	.	_	_			

#Text=Materials testing in the VHCF region is conducted on two kinds of fundamentally different testing setups.
25-1	3193-3202	Materials	_	_			
25-2	3203-3210	testing	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigueTest	*			
25-3	3211-3213	in	_	_			
25-4	3214-3217	the	_	_			
25-5	3218-3222	VHCF	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[41]			
25-6	3223-3229	region	https://w3id.org/pmd/materials-mechanics-ontology/VeryHighcycleFatigue	*[41]			
25-7	3230-3232	is	_	_			
25-8	3233-3242	conducted	_	_			
25-9	3243-3245	on	_	_			
25-10	3246-3249	two	_	_			
25-11	3250-3255	kinds	_	_			
25-12	3256-3258	of	_	_			
25-13	3259-3272	fundamentally	_	_			
25-14	3273-3282	different	_	_			
25-15	3283-3290	testing	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[42]			
25-16	3291-3297	setups	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[42]			
25-17	3297-3298	.	_	_			

#Text=The first kind are conventional testing machines-e.g., resonance or servo-hydraulic testing machines-which are also used in the HCF region.
26-1	3302-3305	The	_	_			
26-2	3306-3311	first	_	_			
26-3	3312-3316	kind	_	_			
26-4	3317-3320	are	_	_			
26-5	3321-3333	conventional	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[43]			
26-6	3334-3341	testing	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[43]			
26-7	3342-3354	machines-e.g	_	_			
26-7.1	3342-3350	machines	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[43]			
26-8	3354-3355	.	_	_			
26-9	3355-3356	,	_	_			
26-10	3357-3366	resonance	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*			
26-11	3367-3369	or	_	_			
26-12	3370-3385	servo-hydraulic	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[44]			
26-13	3386-3393	testing	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[44]			
26-14	3394-3408	machines-which	_	_			
26-14.1	3394-3402	machines	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[44]			
26-15	3409-3412	are	_	_			
26-16	3413-3417	also	_	_			
26-17	3418-3422	used	_	_			
26-18	3423-3425	in	_	_			
26-19	3426-3429	the	_	_			
26-20	3430-3433	HCF	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[45]			
26-21	3434-3440	region	https://w3id.org/pmd/materials-mechanics-ontology/HighcycleFatigue	*[45]			
26-22	3440-3441	.	_	_			

#Text=These machines are able to operate under stress control but rarely exceed testing frequencies of 200 Hz.
27-1	3445-3450	These	_	_			
27-2	3451-3459	machines	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*			
27-3	3460-3463	are	_	_			
27-4	3464-3468	able	_	_			
27-5	3469-3471	to	_	_			
27-6	3472-3479	operate	_	_			
27-7	3480-3485	under	_	_			
27-8	3486-3492	stress	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*[46]			
27-9	3493-3500	control	https://w3id.org/pmd/materials-mechanics-ontology/ControlType	*[46]			
27-10	3501-3504	but	_	_			
27-11	3505-3511	rarely	_	_			
27-12	3512-3518	exceed	_	_			
27-13	3519-3526	testing	https://w3id.org/pmd/materials-mechanics-ontology/Frequency	*[47]			
27-14	3527-3538	frequencies	https://w3id.org/pmd/materials-mechanics-ontology/Frequency	*[47]			
27-15	3539-3541	of	_	_			
27-16	3542-3545	200	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[48]			
27-17	3546-3548	Hz	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[48]			
27-18	3548-3549	.	_	_			

#Text=While some state of the art testing machines like
28-1	3553-3558	While	_	_			
28-2	3559-3563	some	_	_			
28-3	3564-3569	state	_	_			
28-4	3570-3572	of	_	_			
28-5	3573-3576	the	_	_			
28-6	3577-3580	art	_	_			
28-7	3581-3588	testing	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[49]			
28-8	3589-3597	machines	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[49]			
28-9	3598-3602	like	_	_			

#Text=Rumul Gigaforte 50 reach up to 1000 Hz, typical testing frequencies range from 20 to 100 Hz.
29-1	3606-3611	Rumul	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[50]			
29-2	3612-3621	Gigaforte	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[50]			
29-3	3622-3624	50	https://w3id.org/pmd/materials-mechanics-ontology/TestingMachine	*[50]			
29-4	3625-3630	reach	_	_			
29-5	3631-3633	up	_	_			
29-6	3634-3636	to	_	_			
29-7	3637-3641	1000	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[51]			
29-8	3642-3644	Hz	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[51]			
29-9	3644-3645	,	_	_			
29-10	3646-3653	typical	_	_			
29-11	3654-3661	testing	https://w3id.org/pmd/materials-mechanics-ontology/Frequency	*[52]			
29-12	3662-3673	frequencies	https://w3id.org/pmd/materials-mechanics-ontology/Frequency	*[52]			
29-13	3674-3679	range	_	_			
29-14	3680-3684	from	_	_			
29-15	3685-3687	20	https://w3id.org/pmd/materials-mechanics-ontology/Value	*			
29-16	3688-3690	to	_	_			
29-17	3691-3694	100	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[53]			
29-18	3695-3697	Hz	https://w3id.org/pmd/materials-mechanics-ontology/Value	*[53]			
29-19	3697-3698	.	_	_			

#Text=The second kind is ultrasonic fatigue testing machines.
